"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"France","2015","Total","Both Sexes","Lyon","City proper","Census - de jure - complete tabulation","Final figure, complete","2018","513275","1"
"France","2015","Total","Both Sexes","Lyon","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2018","1639558",""
"France","2015","Total","Both Sexes","Marseille","City proper","Census - de jure - complete tabulation","Final figure, complete","2018","861635","1"
"France","2015","Total","Both Sexes","Marseille","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2018","1585498","10"
"France","2015","Total","Both Sexes","Metz","City proper","Census - de jure - complete tabulation","Final figure, complete","2018","117492","1"
"France","2015","Total","Both Sexes","Metz","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2018","285268",""
"France","2015","Total","Both Sexes","Montpellier","City proper","Census - de jure - complete tabulation","Final figure, complete","2018","277639","1"
"France","2015","Total","Both Sexes","Montpellier","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2018","428909",""
"France","2015","Total","Both Sexes","Montreuil","City proper","Census - de jure - complete tabulation","Final figure, complete","2018","106691","1"
"France","2015","Total","Both Sexes","Mulhouse","City proper","Census - de jure - complete tabulation","Final figure, complete","2018","110370","1"
"France","2015","Total","Both Sexes","Mulhouse","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2018","246511",""
"France","2015","Total","Both Sexes","Nancy","City proper","Census - de jure - complete tabulation","Final figure, complete","2018","105162","1"
"France","2015","Total","Both Sexes","Nancy","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2018","285659",""
"France","2015","Total","Both Sexes","Nantes","City proper","Census - de jure - complete tabulation","Final figure, complete","2018","303382","1"
"France","2015","Total","Both Sexes","Nantes","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2018","633690",""
"France","2015","Total","Both Sexes","Nice","City proper","Census - de jure - complete tabulation","Final figure, complete","2018","342522","1"
"France","2015","Total","Both Sexes","Nice","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2018","943354",""
"France","2015","Total","Both Sexes","Nîmes","City proper","Census - de jure - complete tabulation","Final figure, complete","2018","150672","1"
"France","2015","Total","Both Sexes","Nîmes","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2018","184750",""
"France","2015","Total","Both Sexes","Orléans","City proper","Census - de jure - complete tabulation","Final figure, complete","2018","114644","1"
"France","2015","Total","Both Sexes","Orléans","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2018","278131",""
"France","2015","Total","Both Sexes","PARIS","City proper","Census - de jure - complete tabulation","Final figure, complete","2018","2206488","1"
"France","2015","Total","Both Sexes","PARIS","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2018","10706072","11"
"France","2015","Total","Both Sexes","Perpignan","City proper","Census - de jure - complete tabulation","Final figure, complete","2018","121934","1"
"France","2015","Total","Both Sexes","Perpignan","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2018","200971",""
"France","2015","Total","Both Sexes","Reims","City proper","Census - de jure - complete tabulation","Final figure, complete","2018","184076","1"
"France","2015","Total","Both Sexes","Reims","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2018","212949",""
"France","2015","Total","Both Sexes","Rennes","City proper","Census - de jure - complete tabulation","Final figure, complete","2018","215366","1"
"France","2015","Total","Both Sexes","Rennes","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2018","330871",""
"France","2015","Total","Both Sexes","Rouen","City proper","Census - de jure - complete tabulation","Final figure, complete","2018","110169","1"
"France","2015","Total","Both Sexes","Rouen","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2018","467133",""
"France","2015","Total","Both Sexes","Saint-Denis","City proper","Census - de jure - complete tabulation","Final figure, complete","2018","111103","1"
"France","2015","Total","Both Sexes","Saint-Étienne","City proper","Census - de jure - complete tabulation","Final figure, complete","2018","171057","1"
"France","2015","Total","Both Sexes","Saint-Étienne","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2018","373130",""
"France","2015","Total","Both Sexes","Strasbourg","City proper","Census - de jure - complete tabulation","Final figure, complete","2018","277270","1"
"France","2015","Total","Both Sexes","Strasbourg","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2018","461101",""
"France","2015","Total","Both Sexes","Toulon","City proper","Census - de jure - complete tabulation","Final figure, complete","2018","167479","1"
"France","2015","Total","Both Sexes","Toulon","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2018","569793",""
"France","2015","Total","Both Sexes","Toulouse","City proper","Census - de jure - complete tabulation","Final figure, complete","2018","471941","1"
"France","2015","Total","Both Sexes","Toulouse","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2018","948433",""
"France","2015","Total","Both Sexes","Tours","City proper","Census - de jure - complete tabulation","Final figure, complete","2018","136252","1"
"France","2015","Total","Both Sexes","Tours","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2018","353042",""
"France","2015","Total","Both Sexes","Villeurbanne","City proper","Census - de jure - complete tabulation","Final figure, complete","2018","148665","1"
"France","2010","Total","Both Sexes","Aix-en-Provence","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","141438.000000009","1"
"France","2010","Total","Both Sexes","Amiens","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","133448.000000008","1"
"France","2010","Total","Both Sexes","Amiens","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","162717.999999981",""
"France","2010","Total","Both Sexes","Angers","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","147571.000000009","1"
"France","2010","Total","Both Sexes","Angers","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","215887.000000007",""
"France","2010","Total","Both Sexes","Argenteuil","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","103124.999999998","1"
"France","2010","Total","Both Sexes","Besançon","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","116913.999999998","1"
"France","2010","Total","Both Sexes","Besançon","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","135049.999999987",""
"France","2010","Total","Both Sexes","Bordeaux","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","239156.999999997","1"
"France","2010","Total","Both Sexes","Bordeaux","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","843425.000000088",""
"France","2010","Total","Both Sexes","Boulogne-Billancourt","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","114204.999999996","1"
"France","2010","Total","Both Sexes","Brest","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","141302.999999994","1"
"France","2010","Total","Both Sexes","Brest","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","199852.000000001",""
"France","2010","Total","Both Sexes","Caen","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","108954.000000008","1"
"France","2010","Total","Both Sexes","Caen","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","196743.000000083",""
"France","2010","Total","Both Sexes","Clermont-Ferrand","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","139859.999999994","1"
"France","2010","Total","Both Sexes","Clermont-Ferrand","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","260680.999999872",""
"France","2010","Total","Both Sexes","Dijon","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","151211.999999998","1"
"France","2010","Total","Both Sexes","Dijon","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","237116.999999959",""
"France","2010","Total","Both Sexes","Grenoble","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","155636.99999999","1"
"France","2010","Total","Both Sexes","Grenoble","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","496951.000000021",""
"France","2010","Total","Both Sexes","Le Havre","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","175497.000000003","1"
"France","2010","Total","Both Sexes","Le Havre","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","241036.999999943",""
"France","2010","Total","Both Sexes","Le Mans","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","142626.000000001","1"
"France","2010","Total","Both Sexes","Le Mans","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","207658.000000012",""
"France","2010","Total","Both Sexes","Lille","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","227559.99999999","1"
"France","2010","Total","Both Sexes","Lille","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","1018355.99999956",""
"France","2010","Total","Both Sexes","Limoges","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","139150.000000003","1"
"France","2010","Total","Both Sexes","Limoges","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","186499.00000004",""
"France","2010","Total","Both Sexes","Lyon","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","484343.999999987","1"
"France","2010","Total","Both Sexes","Lyon","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","1551108.00000072",""
"France","2010","Total","Both Sexes","Marseille","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","850725.99999995","1"
"France","2010","Total","Both Sexes","Marseille","Urban agglomeration","Census - de jure - sample tabulation","Final figure, complete","2014","1559789.00000038","10"
"France","2010","Total","Both Sexes","Metz","City proper","Census - de jure - sample tabulation","Final figure, complete","2014","120738.000000008","1"
